10994793;DM Implantável Ativo (DMIA);Medtronic Inc. ;429688;ATTAIN;Medtronic;Electrocateteres para ventrículo esquerdo com sistema de cânula no seio coronário (pacemaker de tripla câmara) (J0190010103);Dispositivos estéreis utilizados para estabelecer a ligação eléctrica permanente de um pacemaker de tripla câmara ao ventriculo esquerdo do doente. Transmitem ao coração o impulso estimulante proveniente do pacemaker e, em direcção oposta a este, transmitem a informação sobre a actividade eléctrica espontânea do coração. Estes electrocateteres são fixados à superfície interna do ventrículo. Os dispositivos descritos são de uso único.;MEDTRONIC PORTUGAL - COMERCIO E DISTRIBUICAO DE APARELHOS MEDICOS LDA
10994815;DM Implantável Ativo (DMIA);Medtronic Inc. ;A5DR01;Advisa¿ DR A5DR01;Medtronic;Pacemaker de dupla câmara com sensor (DR) (J01010302);Dispositivos médicos implantáveis activos que estimulam electricamente a contracção cardíaca quando, devido a um processo patologico, não é garantida autonomamente pelo tecido de condução cardíaca.  Possuem dois electrocateteres, colocados na aurícula e ventrículo direitos, capazes de detectar (função de sensing) e/ou estimular(função de pacing) ambas as câmaras independentemente da sua actividade intrínseca.  A função de pacing  é modulada com base nas medições dos parametros fisiológicos efectuadas pelo sensor.;MEDTRONIC PORTUGAL - COMERCIO E DISTRIBUICAO DE APARELHOS MEDICOS LDA
10994882;DM;Merit Medical Systems, Inc.;56538MW2;5F BERN;Impress;Electrocateteres permanentes - acessórios (J01900180);Dispositivos estéreis ou não estéreis ques representam um conjunto de acessórios utilizados com os electrocateteres permanentes para função cardíaca. Os dispositivos descritos são de uso único ou reutilizáveis.;MICROPORT CRM PORTUGAL, LDA
10994882;DM;Merit Medical Systems, Inc.;56538MW2;5F BERN;Impress;Electrocateteres permanentes - acessórios (J01900180);Dispositivos estéreis ou não estéreis ques representam um conjunto de acessórios utilizados com os electrocateteres permanentes para função cardíaca. Os dispositivos descritos são de uso único ou reutilizáveis.;Merit Medical Portugal, S. A.
10994890;DM Implantável Ativo (DMIA);Medtronic Inc. ;D364TRG;Protecta CRT-D D364TRG;Medtronic;Desfibrilhadores de tripla câmara com sensor (J01050301);Dispositivos médicos implantáveis activos cuja função é reverter um quadro de fibrilação auricular ou ventricular. Têm a particularidade de avaliar as condições cardíacas do doente (especialmente taquiarritmias ventriculares) e emitir uma descarga eléctrica para restabelecer o ritmo cardíaco normal. São constrituídos por três electrocateteres com sensor (localizados em três compartimentos do coração) com função de detecção de arritmias potencialmente letais e estimulação após emissão de uma descarga eléctrica. É de fácil aplicação, de frequência variável e a estimulação depende das medições efectuadas pelo sensor.;MEDTRONIC PORTUGAL - COMERCIO E DISTRIBUICAO DE APARELHOS MEDICOS LDA
10994904;DM Implantável Ativo (DMIA);Medtronic Inc. ;D364VRG;Protecta VR D364VRG;Medtronic;Desfibrilhadores de câmara única com sensor (J01050101);Dispositivos médicos implantáveis activos cuja função é reverter um quadro de fibrilhação auricular ou ventricular. Tem a particularidade de avaliar as condições cardíacas do doente (especialmente taquiarritmias ventriculares) e emitir uma descarga eléctrica para restabelecer o ritmo cardíaco normal. São constrituídos por um só electrocateter com sensor (localizado na aurícula ou ventrículo direitos) com função de detecção de arritmias e de estimulação após emissão de uma descarga eléctrica. É de fácil aplicação, de frequência variável e a estimulação depende das medições efectuadas pelo sensor.;MEDTRONIC PORTUGAL - COMERCIO E DISTRIBUICAO DE APARELHOS MEDICOS LDA
10994912;DM;Merit Medical Systems, Inc.;56535BER;5F BERN;Impress;Electrocateteres permanentes - acessórios (J01900180);Dispositivos estéreis ou não estéreis ques representam um conjunto de acessórios utilizados com os electrocateteres permanentes para função cardíaca. Os dispositivos descritos são de uso único ou reutilizáveis.;MICROPORT CRM PORTUGAL, LDA
10994912;DM;Merit Medical Systems, Inc.;56535BER;5F BERN;Impress;Electrocateteres permanentes - acessórios (J01900180);Dispositivos estéreis ou não estéreis ques representam um conjunto de acessórios utilizados com os electrocateteres permanentes para função cardíaca. Os dispositivos descritos são de uso único ou reutilizáveis.;Merit Medical Portugal, S. A.
10994971;DM Implantável Ativo (DMIA);Boston Scientific Corporation;138;ENDOTAK RELIANCE /S/G/SG 4 SITE;ENDOTAK RELIANCE 4 SITE;Electrocateteres endocárdicos para pacemaker de cateter único (J0190010104);Dispositivos estérieis utilizados para estabelecer a ligação eléctrica permanente de um pacemaker de um só cateter a uma das câmaras cardíacas. Transmitem ao coração o impulso estimulante proveniente do pacemaker e, em direcção oposta a este, transmitem a informação sobre a actividade eléctrica espontânea do coração. É fixado à superfície interna da câmara na qual é inserido. Os dispositivos descritos são de uso único.;Boston Scientific Portugal - Dispositivos Médicos, Lda.
10994980;DM Implantável Ativo (DMIA);Boston Scientific Corporation;0128;ENDOTAK RELIANCE /S/G/SG 4 SITE;ENDOTAK RELIANCE 4 SITE;Electrocateteres endocárdicos para pacemaker de cateter único (J0190010104);Dispositivos estérieis utilizados para estabelecer a ligação eléctrica permanente de um pacemaker de um só cateter a uma das câmaras cardíacas. Transmitem ao coração o impulso estimulante proveniente do pacemaker e, em direcção oposta a este, transmitem a informação sobre a actividade eléctrica espontânea do coração. É fixado à superfície interna da câmara na qual é inserido. Os dispositivos descritos são de uso único.;Boston Scientific Portugal - Dispositivos Médicos, Lda.
10994998;DM Implantável Ativo (DMIA);Boston Scientific Corporation;P142;ENERGEN;BOSTON SCIENTIFIC;Desfibrilhadores de tripla câmara com sensor (J01050301);Dispositivos médicos implantáveis activos cuja função é reverter um quadro de fibrilação auricular ou ventricular. Têm a particularidade de avaliar as condições cardíacas do doente (especialmente taquiarritmias ventriculares) e emitir uma descarga eléctrica para restabelecer o ritmo cardíaco normal. São constrituídos por três electrocateteres com sensor (localizados em três compartimentos do coração) com função de detecção de arritmias potencialmente letais e estimulação após emissão de uma descarga eléctrica. É de fácil aplicação, de frequência variável e a estimulação depende das medições efectuadas pelo sensor.;Boston Scientific Portugal - Dispositivos Médicos, Lda.
10995005;DM Implantável Ativo (DMIA);Medtronic Inc. ;D364TRM;Protecta CRT-D D364TRM;Medtronic;Desfibrilhadores de tripla câmara com sensor (J01050301);Dispositivos médicos implantáveis activos cuja função é reverter um quadro de fibrilação auricular ou ventricular. Têm a particularidade de avaliar as condições cardíacas do doente (especialmente taquiarritmias ventriculares) e emitir uma descarga eléctrica para restabelecer o ritmo cardíaco normal. São constrituídos por três electrocateteres com sensor (localizados em três compartimentos do coração) com função de detecção de arritmias potencialmente letais e estimulação após emissão de uma descarga eléctrica. É de fácil aplicação, de frequência variável e a estimulação depende das medições efectuadas pelo sensor.;MEDTRONIC PORTUGAL - COMERCIO E DISTRIBUICAO DE APARELHOS MEDICOS LDA
10995056;DM Implantável Ativo (DMIA);BIOTRONIK SE & Co. KG;343080;Kentrox RV-S 65 Steroid;BIOTRONIK;Electrocateteres permanentes para desfibrilhadores de espiral simples (J019001020101);"Dispositivos estérieis utilizados para estabelecer a ligação eléctrica permanente de um desfibrilhador implantável de espiral simples à cavidade interna do ventrículo direito. Transmitem ao coração um impulso de reversão proveniente do desfibrilhador e, em direcção oposta a este, transmitem a informação sobre a actividade eléctrica espontânea do coração. Estes electrodos podem ter um sistema de fixação passiva (caracterizada pela presença de apêndices isolantes, denominados ""barbas"", colocados nas laterais do eléctrodo distal) ou activa (caracterizado por um sistema de âncora tipo parafuso). Os dispositivos descritos são de uso único.";MICROPORT CRM PORTUGAL, LDA
10995064;DM Implantável Ativo (DMIA);BIOTRONIK SE & Co. KG;345989;Kentrox SL-S 65/18 Steroid;BIOTRONIK;Electrocateteres permanentes para desfibrilhadores de dupla espiral (J019001020102);"Dispositivos estérieis utilizados para estabelecer a ligação eléctrica permanente de um desfibrilhador implantável de dupla espiral à cavidade interna do ventrículo direito. Transmitem ao coração um impulso de reversão proveniente do desfibrilhador e, em direcção oposta a este, transmitem a informação sobre a actividade eléctrica espontânea do coração. Estes electrodos podem ter um sistema de fixação passiva (caracterizada pela presença de apêndices isolantes, denominados ""barbas"", colocados nas laterais do eléctrodo distal) ou activa (caracterizado por um sistema de âncora tipo parafuso). Os dispositivos descritos são de uso único.";MICROPORT CRM PORTUGAL, LDA
10995072;DM Implantável Ativo (DMIA);Boston Scientific Corporation;F052;PUNCTUA;BOSTON SCIENTIFIC;Desfibrilhadores de dupla câmara com sensor (J01050201);Dispositivos médicos implantáveis activos cuja função é reverter um quadro de fibrilhação auricular ou ventricular. Têm a particularidade de avaliar as condições cardíacas do doente (especialmente taquiarritmias ventriculares) e emitir uma descarga eléctrica para restabelecer o ritmo cardíaco normal. São constrituídos por dois electrocateteres com sensor (localizados na aurícula e ventrículo direitos) com função de detecção de arritmias e de  estimulação após emissão de uma descarga eléctrica. É de fácil aplicação, de frequência variável e a estimulação depende das medições efectuadas pelo sensor.;Boston Scientific Portugal - Dispositivos Médicos, Lda.
10995080;DM Implantável Ativo (DMIA);Boston Scientific Corporation;P143;ENERGEN;BOSTON SCIENTIFIC;Desfibrilhadores de tripla câmara com sensor (J01050301);Dispositivos médicos implantáveis activos cuja função é reverter um quadro de fibrilação auricular ou ventricular. Têm a particularidade de avaliar as condições cardíacas do doente (especialmente taquiarritmias ventriculares) e emitir uma descarga eléctrica para restabelecer o ritmo cardíaco normal. São constrituídos por três electrocateteres com sensor (localizados em três compartimentos do coração) com função de detecção de arritmias potencialmente letais e estimulação após emissão de uma descarga eléctrica. É de fácil aplicação, de frequência variável e a estimulação depende das medições efectuadas pelo sensor.;Boston Scientific Portugal - Dispositivos Médicos, Lda.
10995099;DM Implantável Ativo (DMIA);Boston Scientific Corporation;P052;PUNCTUA;BOSTON SCIENTIFIC;Desfibrilhadores de tripla câmara com sensor (J01050301);Dispositivos médicos implantáveis activos cuja função é reverter um quadro de fibrilação auricular ou ventricular. Têm a particularidade de avaliar as condições cardíacas do doente (especialmente taquiarritmias ventriculares) e emitir uma descarga eléctrica para restabelecer o ritmo cardíaco normal. São constrituídos por três electrocateteres com sensor (localizados em três compartimentos do coração) com função de detecção de arritmias potencialmente letais e estimulação após emissão de uma descarga eléctrica. É de fácil aplicação, de frequência variável e a estimulação depende das medições efectuadas pelo sensor.;Boston Scientific Portugal - Dispositivos Médicos, Lda.
10995102;DM Implantável Ativo (DMIA);Medtronic Inc. ;D354VRG;Protecta XT VR D354VRG;Medtronic;Desfibrilhadores de câmara única com sensor (J01050101);Dispositivos médicos implantáveis activos cuja função é reverter um quadro de fibrilhação auricular ou ventricular. Tem a particularidade de avaliar as condições cardíacas do doente (especialmente taquiarritmias ventriculares) e emitir uma descarga eléctrica para restabelecer o ritmo cardíaco normal. São constrituídos por um só electrocateter com sensor (localizado na aurícula ou ventrículo direitos) com função de detecção de arritmias e de estimulação após emissão de uma descarga eléctrica. É de fácil aplicação, de frequência variável e a estimulação depende das medições efectuadas pelo sensor.;MEDTRONIC PORTUGAL - COMERCIO E DISTRIBUICAO DE APARELHOS MEDICOS LDA
