2346,LUVA LATEX PROCEDIMENTO M C/PO,MEDIX,UN,CX C/100 UN,100,7898947170039
787,LUVA LATEX PROCEDIMENTO M C/PO,SUPERMAX,UN,CX C/100 UN,100,7898945443036
642,LUVA LATEX PROCEDIMENTO M C/PO,DESCARPACK,UN,CX C/100 UN,100,7898283814673
2257,LUVA LATEX PROCEDIMENTO M S/PO,DESCARPACK,UN,CX C/100 UN,100,7898283814628
639,LUVA LATEX PROCEDIMENTO P C/PO,DESCARPACK,UN,CX C/100 UN,100,7898283814666
1583,LUVA LATEX PROCEDIMENTO P C/PO,UNIGLOVES,UN,CX C/100 UN,100,7898963620105
2349,LUVA LATEX PROCEDIMENTO P C/PO,MEDIX,UN,CX C/100 UN,100,7898947170022
1176,LUVA LATEX PROCEDIMENTO P C/PO,SUPERMAX,UN,CX C/100 UN ,100,7898945443012
1178,LUVA LATEX PROCEDIMENTO P C/PO,SUPERMAX,UN,CX C/100 UN ,100,7898945443029
1009,LUVA LATEX PROCEDIMENTO P C/PO,DESCARPACK,UN,CX C/100 UN,100,7898283815311
2254,LUVA LATEX PROCEDIMENTO P S/PO,DESCARPACK,UN,CX C/100 UN,100,7898283814611
665,LUVA LATEX PROCEDIMENTO PP C/PO,DESCARPACK,UN,CX C/100 UN,100,7898283814659
1529,LUVA LATEX PROCEDIMENTO PP C/PO,DESCARPACK,UN,CX C/100 UN,100,7898283815304
620,LUVA NITRILICA AZUL  M S/PO,DESCARPACK,UN,CX C/100 UN,100,7898283814598
1160,LUVA NITRILICA AZUL G S/PO,MEDIX,UN,CX C/100 UN,100,7898652371400
631,LUVA NITRILICA AZUL G S/PO,DESCARPACK,UN,CX C/100 UN,100,7898283814604
2394,LUVA NITRILICA AZUL G S/PO,SUPERMAX,UN,CX C/100 UN,100,7898945443593
2261,LUVA NITRILICA AZUL G S/PO,DESCARPACK,UN,20 CX C/100,2000,7898283814601
2345,LUVA NITRILICA AZUL M S/PO,MEDIX,UN,CX C/100 UN,100,7890000003160
1161,LUVA NITRILICA AZUL M S/PO,MEDIX,UN,CX C/100 UN,100,7898652371394
2854,LUVA NITRILICA AZUL M S/PO,SUPERMAX,UN,CX C/100 UN,100,7898945443586
630,LUVA NITRILICA AZUL P S/PO,DESCARPACK,UN,CX C/100 UN,100,7898283814581
2167,LUVA NITRILICA AZUL P S/PO,DESCARPACK,UN,20 CX C/100,2000,7898283814588
788,LUVA NITRILICA AZUL P S/PO,SUPERMAX,UN,CX C/100 UN,100,7898945443197
1162,LUVA NITRILICA AZUL P S/PO(ANTIMICROBIAN,MEDIX,UN,CX C/100 UN,100,7898652371387
3259,LUVA NITRILICA AZUL S/ PO G,VOLK DO BRASIL,UN,CX C/100 UN,100,7898207218259
3260,LUVA NITRILICA AZUL S/ PO M,VOLK DO BRASIL,UN,CX C/100 UN,100,7898207217269
3258,LUVA NITRILICA AZUL S/ PO P,VOLK DO BRASIL,UN,CX C/100 UN,100,7898207217252
950,LUVA NITRILICA PRETA M S/PO ,DESCARPACK,UN,CX C/100 UN,100,7898283816387
1531,LUVA PLASTICA ESTERIL. TAM U ,DESCARPACK,UN,PT C/100 UN,100,7898283815137
1085,LUVA PLASTICA NÃO ESTERIL TAM U ,MEDIX,UN,PT C/100 UN,100,7898652371677
1827,LUVA PLASTICA NÃOESTERIL TAM U,DESCARPACK,UN,PT C/ 100 UN,100,7898283815120
1125,LUVA VINIL G C/ PO,DESCARPACK,UN,CX C/100 UN,100,7898283814383
595,LUVA VINIL G C/PO,DESCARPACK,UN,CX C/100 UN,100,7898283814413
2038,LUVA VINIL G S/PO,VOLK DO BRASIL,UN,CX C/100 UN,100,7898207219140
1126,LUVA VINIL M C/ PO,DESCARPACK,UN,CX C/100 UN,100,7898283814376
599,LUVA VINIL M S/PO,DESCARPACK,UN,CX C/100 UN,100,7898283814406
2039,LUVA VINIL M S/PO,VOLK DO BRASIL,UN,CX C/100 UN,100,7898207219133
2255,LUVA VINIL P C/PO,DESCARPACK,UN,CX C/100 UN,100,7898283814369
2040,LUVA VINIL P S/PO,VOLK DO BRASIL,UN,CX C/100 UN,100,7898207219126
600,LUVA VINIL P S/PO,DESCARPACK,UN,CX C/100 UN,100,7898283814390
1329,LYNOZ 2 MG/ML INJ 300 ML,CRISTALIA,BS,CX C/ 10 BS,10,7896676433524
85,LYNOZ 2 MG/ML INJ 300 ML,CRISTALIA,BS,CX C/ 1 BS,1,7896676433494
246,MAGNOSTON 100 MG/ML INJ 10 ML ,BLAU,AP,CX C/ 100 AP,100,7896014688234
3513,MALHA TUBULAR DE ALGODAO 04 CM X 15 M,POLARFIX,UN,PC/ 1,1,7898010927010
3514,MALHA TUBULAR DE ALGODAO 06 CM X 15 M,POLARFIX,UN,PC/ 1,1,7898010927027
3515,MALHA TUBULAR DE ALGODAO 08 CM X 15 M,POLARFIX,PC,PC/ 1 ,1,7898010927034
3516,MALHA TUBULAR DE ALGODAO 08 CM X 25 M,POLARFIX,UN,PC/ 1,1,7898010928031
3517,MALHA TUBULAR DE ALGODAO 10 CM X 25 M,POLARFIX,UN,PC/ 1,1,7898010928048
3518,MALHA TUBULAR DE ALGODAO 12 CM X 15 M,POLARFIX,UN,PC/ 1,1,7898010927058
3519,MALHA TUBULAR DE ALGODAO 15 CM X 15 M,POLARFIX,UN,PC/ 1,1,7898010927065
3520,MALHA TUBULAR DE ALGODAO 15 CM X 25 M,POLARFIX,UN,PC/ 1,1,7898010928062
3521,MALHA TUBULAR DE ALGODAO 20 CM X 15 M,POLARFIX,UN,PC/ 1,1,7898010927072
3522,MALHA TUBULAR DE ALGODAO 20 CM X 25 M,POLARFIX,UN,PC/ 1,1,7898010928079
2726,MANITOL 200 MG/ML INJ,HALEX ISTAR,BS,CX C/ 50 BS,50,7896727869357
2230,MANITOL 200 MG/ML INJ 250 ML,FRESENIUS,FR,CX C/ 48 FR,48,7897947706620
1494,"MAREVAN 2,5 MG CP",FQM,CP,CX C/ 60 CP,60,17898040321284
2799,"MAREVAN 2,5 MG CP VP",FQM,CP,CX C/ 60 CP,60,7898040321284
1487,MAREVAN 5 MG CP,FQM,UN,CX C/ 30 CP,30,17898040320928
2801,MAREVAN 5 MG CP,FQM,CP,CX C/ 150 CP,150,17898040323127
2271,MAREVAN 5 MG CP VP,FQM,CP,CX C/ 150 CP,150,7898040323127
2800,MAREVAN 5 MG CP VP,FQM,UN,CX C/ 30 CP,30,7898040320928
1524,"MAREVAN 7,5 MG CP",FQM,CP,CX C/ 30 CP,30,7898040321291
590,MASCARA CIRUGICA TRIPLA C/ELASTICO,AMERICA,UN,CX C/ 50 UN,50,7898668061357
2285,MASCARA CIRURGICA DUPLA C/ELASTI BRANCA,DESCARPACK,UN,PT C/ 100 UN,100,7898283815175
1823,MASCARA CIRURGICA TRIPLA C/ELAST BRANCA,DESCARPACK,PC,PT C/ 50,50,7898283816400
592,MASCARA CIRURGICA TRIPLA C/ELASTI BRANCA,DESCARPACK,UN,CX C/ 50 UN,50,7898283815182
3009,MASCARA CIRURGICA TRIPLA C/ELASTICO,AMERICA,UN,CX C/ 50 UN,50,7898488480116
2826,MASCARA CIRURGICA TRIPLA C/ELASTICO ,LABOR IMPORT,UN,CX C/ 50 UN,50,7898157726613
1084,MASCARA CIRURGICA TRIPLA C/TIRAS BRANCA,DESCARPACK,UN,CX C/50 UN,50,7898283814451
1696,MASCARA DESC. KN95 PFF2 ,SOL-MILLENNIUM,UN,CX C/ 50,50,10810018095748
594,MASCARA DESC. N95 BICO DE PATO (TBC) ,DESCARPACK,UN,CX C/20 UN,20,7898283812853
578,MASCARA DESC. N95 PFF-2,NUTRIEX,PT,CX C/ 1 UN,1,7898615310965
1697,MASCARA DESC. N95 PFF2 YICHITA PT-BR,SOL-MILLENNIUM,UN,CX C/ 50 UN,50,1230000059985
1143,MATIZ 250 MG CP,EUROFARMA ONCO,CP,CX C/ 120 CP,120,7891317003814
3099,MAX SLIP  SPRAY ESPUMA 750ML GATILHO ,RIOQUIMICA,UN,CX C/ 6,6,7897780217123
3098,MAX SLIP PRONTO USO 1L ,RIOQUIMICA,UN,CX C/ 12,12,17897780209989
2821,"MAXIFLOX 3,5 MG/G POM OFT",LATINOFARMA,UN,CX C/ 1 BG,1,17896676434309
1713,"MAXIFLOX 3,5 MG/G POM OFT VP",LATINOFARMA,UN,CX C/ 1 BG,1,7896676434309
1711,"MAXIFLOX 3,5 MG/ML SOL OFT 5 ML",LATINOFARMA,FR,CX C/ 1 FR,1,7896676433142
97,MEDICAÍNA 50 MG/G BG CREM,CRISTALIA,BI,CX C/ 1 BG,1,7896676400229
957,MEKINIST 0.5 MG CP,NOVARTIS,CP,CX C/ 30 CP,30,7896261020443
505,MEKINIST 2 MG CP,NOVARTIS,CP,CX C/ 30 CP,30,7896261020450
372,MEMANTINA 10 MG CP (C1),PRATI DONADUZZI,CP,CX C/ 30 CP,30,7899547508420
2177,MEMANTINA 10 MG CP (C1) VP,PRATI DONADUZZI,UN,CX C/ 200 CP,200,7899547508475
354,MEROMAX 2G PO INJ,EUROFARMA,FA,CX C/ 5 FA,5,7891317451806
3398,MEROPENEM 1G PO INJ,BLAU,FA,CX C/ 10 FA,10,7896014680283
3396,MEROPENEM 1G PO INJ,BLAU,FA,CX C/ 25 FA,25,7896014680290
360,MEROPENEM 1G PO INJ,BIOCHIMICO,FA,CX C/ 25 FA,25,7897406115949
2731,MEROPENEM 1G PO INJ,ABL,FA,CX C/ 10 FA,10,7898911244216
346,MEROPENEM 1G PO INJ,EUROFARMA,FA,CX C/ 25 FA,25,7891317471743
2584,MEROPENEM 1G PO INJ,AUROBINDO,FA,CX C/ 10 FA,10,7898361884130
2583,MEROPENEM 500 MG CP,AUROBINDO,FA,CX C/ 10 FA,10,7898361884086
344,MEROPENEM 500 MG PO INJ,EUROFARMA,FA,CX C/ 25 FA,25,7891317471750
363,MEROPENEM 500 MG PO INJ ,BIOCHIMICO,FA,CX C/ 25 FA,25,7897406115925
2770,MEROPENEM 500MG,ABL,FA,CX C/ 10 FA,10,7898911244179
3399,MEROPENEM 500MG PO INJ,BLAU,FA,CX C/ 10 FA,10,7896014687756
3397,MEROPENEM 500MG PO INJ,BLAU,FA,CX C/ 25 FA,25,7896014687763
1144,MESNA 100 MG/ML INJ 4 ML,EUROFARMA ONCO,AP,CX C/ 50 AP,50,7891317451547
202,MESNA 100 MG/ML INJ 4 ML ,BLAU,AP,CX C/ 50 AP,50,7896014676637
1659,MESOTEM 100 MG PO LIOF INJ 10 ML,CRISTALIA ONCO,FA,CX C/ 1 FA,1,7896676430158
1340,MESOTEM 500 MG PO LIOF INJ 50ML,CRISTALIA ONCO,FA,CX C/ 1 FA,1,7896676430172
1570,METFORMINA 500 MG CP,EMS,CP,CX C/ 30 CP,30,17896004709192
926,METFORMINA 500 MG CP,EMS,CP,CX C/ 60 CP,60,7896004712888
2816,METFORMINA 500 MG CP VP,EMS,CP,CX C/ 30 CP,30,7896004709192
953,METFORMINA 850 MG CP,AUROBINDO,CP,CX C/ 30 CP,30,7898361882662
1463,METFORMINA 850 MG CP,GERMED,CP,CX C/ 60 CP,60,7896004712864
927,METFORMINA 850 MG CP VP,EMS,CP,CX C/ 60 CP,60,7896004712895
1636,METFORMINA 850 MG CP VP,EMS,CP,CX C/ 30 CP,30,7896004709185
375,"METILDIGOXINA 0,05 MG/ML ELX 60 ML VP",PRATI DONADUZZI,FR,CX C/ 1 FR,1,4116776
1103,METILDOPA 250 MG CP VP,EMS,CP,CX C/ 30 CP,30,7896004703480
3047,METILDOPA 500 MG CP,EMS,CP,CX C/ 30 CP,30,17896004703473
1110,METILDOPA 500 MG CP VP,EMS,CP,CX C/ 30 CP,30,7896004703473
1272,METILPREDINISOLONA 125 MG PO INJ C/DIL,FRESENIUS,FA,CX C/25 FA,25,7899498608620
1267,METILPREDINISOLONA 500 MG PO INJ C/DIL,FRESENIUS,FA,CX/ 25 FA,25,7899498608637
1107,METILPREDNISOLONA 500 MG PO INJ C/DIL,BLAU,FA,CX C/ 25 FA,25,7896014689125
1106,METILPREDNISOLONA SUC. 125MG +DIL IM/IV,BLAU,FA,CX C/ 25 FA,25,7896014689118
234,"METREXATO 2,5 MG CP",BLAU,CP,CX C/ 24 CP,24,7896014669028
3174,METROFARMA 5 MG/ML INJ 2 ML,FARMACE,AP,CX C/ 100 AP,100,7898166041028
2565,METRONIDAZOL 250 MG CP,PRATI DONADUZZI,CP,CX C/ 20 CP,20,7898148294381
1343,METRONIDAZOL 5 MG/ML 100 ML,JP INDUSTRIA,UN,UN,50,7896137653041
2567,METRONIDAZOL 5 MG/ML INJ 100 ML,ISOFARMA,BS,CX C/ 1 BG,1,7898361700287
2716,METRONIDAZOL 5MG/ML 100ML,HALEX ISTAR,BS,CX C/ 1 BS,1,7896727869678
1152,MEZP 40 MG PO LIOF INJ VP,CRISTALIA,FA,CX C/ 10 FA,10,7896676431407
2717,MICEND 200 MG PO LIOF INJ,BERGAMO,FA,CX C/ 1 FA,1,7898943602275
166,MICOFENOLATO DE MOFETILA 500 MG CP,ACCORD,CP,CX C/ 50 CP,50,17898902274444
2940,MICOFENOLATO DE MOFETILA 500 MG CP VP,ACCORD,CP,CX C/ 50 CP,50,7898902274444
2896,MICOFENOLATO DE SODIO 360 CP,EMS,CP,CX C/ 120 CP,120,7896004746258
297,MICONAZOL 20 MG/G BG CREM ,PRATI DONADUZZI,BI,CX C/ 1 BG,1,7898148295357
1929,MICROPIPETA 1000-5000UL (AUTOCLAVAVEL),CRAL,UN,CX C/ 1 UN,1,7899935303361
1209,MICROPIPETA MONOCANAL OLEN 10-100UL(OLEN,KASVI,UN,CX C/ 1 UN,1,10049111200400
1211,MICROPIPETA MONOCANAL OLEN 100-1000UL(OL,KASVI,UN,CX C/ 1 UN,1,10049131200400
1210,MICROPIPETA MONOCANAL OLEN 20-200UL(OLEN,KASVI,UN,CX C/ 1 UN,1,19092760
2422,MICROPIPETA OLEN VOLUME FIXO 1000UL,KASVI,UN,CX C/ 1 UN,1,7890000003255
1208,MICROPIPETA OLEN VOLUME FIXO 100UL(OLEN),KASVI,UN,CX C/ 1 UN,1,10056901191200
1199,MICROPIPETA OLEN VOLUME FIXO 200UL,KASVI,UN,CX C/ 1 UN,1,10056911191200
1200,MICROPIPETA OLEN VOLUME FIXO 25UL,KASVI,UN,CX C/ 1 UN,1,19087645
1201,MICROPIPETA OLEN VOLUME FIXO 500UL,KASVI,UN,CX C/ 1 UN,1,19088363
1928,MICROPIPETA VOL VAR 05-10UL(AUTOCLAVAVEL,CRAL,UN,CX C/ 1 UN,1,7899935303354
1899,MICROPIPETA VOLUME FIXO 1000UL(PEGUEPET),CRAL,UN,CX C/ 1 UN,1,7898599571192
2002,MICROPIPETA VOLUME FIXO 100UL(PEGUEPET),CRAL,UN,CX C/ 1 UN,1,7898599571208
1897,MICROPIPETA VOLUME FIXO 200UL (PEGUEPET),CRAL,UN,CX C/ 1 UN,1,7898599571222
1898,MICROPIPETA VOLUME FIXO 250UL (PEGUEPET),CRAL,UN,CX C/ 1 UN,1,7898599571246
1893,MICROPIPETA VOLUME FIXO 25UL (PEGUEPET),CRAL,UN,CX C/ 1 UN,1,7898599571253
1895,MICROPIPETA VOLUME FIXO 500UL (PEGUEGET),CRAL,UN,CX C/ 1 UN,1,7898599571260
1930,MICROPIPETA VOLUME VAR 10-100UL(PEGUEPET,CRAL,UN,CX C/ 1 UN,1,7890000003422
1901,MICROPIPETA VOLUME VAR 10-100UL(PEGUEPET,CRAL,UN,CX C/ 1 UN,1,7898599571314
1932,MICROPIPETA VOLUME VAR 2-20UL (PEGUEPET),CRAL,UN,CX C/ 1 UN,1,7899935303392
1934,MICROPIPETA VOLUME VAR 5-50UL (PEGUEPET),CRAL,UN,CX C/ 1 UN,1,7899935303415
1903,MICROPIPETA VOLUME VAR100-1000UL(PEGUEPE,CRAL,UN,CX C/ 1 UN,1,7898599571307
1902,MICROPIPETA VOLUME VAR20-200UL (PEGUEPET,CRAL,UN,CX C/ 1 UN,1,7898599571321
1931,MICROPIPETA VOLUMEVAR 20-200UL (PEGUEPET,CRAL,UN,CX C/ 1 UN,1,7899935303408
691,MICROSCOPIO,LABOR IMPORT,UN,CX C/ 1 UN,1,4891609001778
2673,"MICROTUBO CENTRIFUGACAO TRANSP 1,5 ML",KASVI,UN,PC C/ 500,500,7890000004145
1937,"MICROTUBO COLETA  0,5UL EPPENDORF",CRAL,UN,PC C/ 1000,1000,7890000003428
1909,"MICROTUBO COLETA 1,5UL EPPENDORF GRADUAD",CRAL,UN,PT C/ 1000,1000,7898599571413
1939,"MICROTUBO COLETA 1,5UL EPPENDORF GRADUAD",CRAL,UN,PCT C/ 1000,1000,7890000003429
1906,MICROTUBO COLETA SANGUE  ATIV/COAG 500UL,CRAL,UN,RACK C/ 50,50,7898599571383
1936,MICROTUBO COLETA SANGUE  ATIV/COAG 500UL,CRAL,UN,CX C/ 1 UN,1,7890000003427
1999,MICROTUBO COLETA SANGUE EDTA 500UL,CRAL,UN,RACK C/ 1 UN,1,7890000003426
3038,MICROTUBO COLETA SANGUE EDTA 500UL,LABOR IMPORT,UN,RACK C/ 50,50,7898157722141
1904,MICROTUBO COLETA SANGUE EDTA 500UL ROXO,CRAL,UN,RACK C/ 50,50,7898599571390
1907,MICROTUBO COLETA SANGUE GEL 500UL AMAREL,CRAL,UN,RACK C/ 50,50,7898599571406
1284,MIDAZOLAM 1 MG/ML INJ 5 ML (B1) ,NOVAFARMA,AP,CX C/ 50 AP,50,7899498608545
1185,MIDAZOLAM 5 MG/ML INJ 10 ML (B1),FRESENIUS,AP,CX C/ 50 AP ,50,7899498608569
381,MIDAZOLAM 5 MG/ML INJ 10 ML (B1) ,HIPOLABOR,AP,CX C/ 100 AP,100,7898123907480
2628,MIDAZOLAM 5 MG/ML INJ 10 ML (B1) ,HYPOFARMA,AP,CX C/ 60 AP,60,7898122914687
1184,MIDAZOLAM 5 MG/ML INJ 3 ML (B1),FRESENIUS,AP,CX C/ 50 AP ,50,7899498608552
2550,MIDAZOLAM 5 MG/ML INJ 3 ML (B1) ,HIPOLABOR,AP,CX C/ 100 UN,100,7898123907466
472,"MIELOCADE 3,5 MG PO LIOF INJ",BERGAMO,FA,CX C/ 1 FA,1,7898943601902
60,MINEROLEO 100% 100 ML SOL OR 100 ML VP,CRISTALIA,FR,CX C/ 1 FR,1,7896676405279
1298,MINOTON 24 MG/ML INJ 10 ML,BLAU,AP,CX C/ 100 AP,100,7896014688616
511,MIRENA 52 MG DIU + APLIC,BAYER,CP,CX C/ 1 UN,1,7891106907507
491,MIRTAZAPINA 30 MG CP ORODISP (C1),AUROBINDO,CP,CX C/ 30 CP,30,7898361886615
2488,MOFETILA 500 MG CP,EMS,CP,CX C/ 50 CP,50,7896004711171
801,MONITOR DE GLICOSE SIMPLES,ON CALL PLUS,UN,CX C/ 1 UN,1,7898919505982
2358,MONITOR DE GLICOSE SIMPLES,ON CALL PLUS,UN,CX C/ 1 UN,1,7898919505265
2356,MONITOR DE GLICOSE SIMPLES,ON CALL PLUS,UN,CX C/ 1 UN,1,682607535125
805,MONITOR DE GLICOSE SIMPLES ,ON CALL PLUS,UN,CX C/ 1 UN,1,7908007901098
2547,MORFINA 10 MG/ML INJ 1 ML (A1),HIPOLABOR,AP,CX C/ 100 AP,100,7898123908975
2773,"MOTIX 2,2 ML INJ ",FQM,AP,CX C/ 10 AP,10,7898040324988
11,"MOXICRIS 1,60 MG/ML INJ 250 ML",CRISTALIA,BS,CX C/ 1 BS,1,7896676431551
457,"MOXIFLOXACINO 1,6 MG/ML INJ 250 ML ",HYPOFARMA,FR,CX C/ 1 FA,1,7898122913987
292,"MOXIFLOXACINO 1,60 MG/ML INJ 250 ML",EUROFARMA,BS,CX C/ 12 BS,12,7891317125318
1444,"MOXIFLOXACINO 1,60 MG/ML SOL INJ 250 ML",EUROFARMA,BS,CX C/ 10 BS,10,7891317007171
2110,MTX - METOTREXATO 25 MG/ML INJ 2ML,BLAU,FA,CX C/ 1 FA,1,7896014668946
1612,MTX 25 MG/ML INJ 20 ML,BLAU,FA,CX C/ 1 FA,1,7896014665525
883,MUPIROCINA 20 MG/G BG POM VP,CRISTALIA,BI,CX C/ 1 BG,1,7896676421897
293,MUPIROCINA 20MG/G BG POM,PRATI DONADUZZI,BI,CX C/ 1 BG,1,7898148297542
38,MYTEDOM 10 MG CP  (A1) VP,CRISTALIA,CP,CX C/ 20 CP,20,7896676413731
1350,MYTEDOM 10 MG/ML INJ 1 ML (A1) VP,CRISTALIA,AP,CX C/ 25 AP,25,7896676431315
39,MYTEDOM 5 MG CP (A1) VP,CRISTALIA,CP,CX C/ 20 CP,20,7896676413762
2808,"NAFAZOLINA 0,5 MG/ML SOL NASAL",EMS,FR,CX C/ 1 FR,1,17896004712017
1880,"NAFAZOLINA 0,5 MG/ML SOL NASAL  VP",EMS,FR,CX C/ 1 FR,1,7896004712017
2855,"NAFAZOLINA 0,5MG/ML 30ML",LABORATORIO GLOBO,FR,CX C/ 1 FR,1,7898060132167
376,NALBUFINA 10 MG/ML INJ 1 ML (A2) VP,HIPOLABOR,AP,CX C/ 10 AP,10,7898123905851
377,"NALOXONA  0,4 MG/ML 1 ML (C1)",HIPOLABOR,AP,CX C/ 10 AP,10,7898123907565
46,"NARCAN  0,4 MG/ML INJ 1 ML (C1) VP",CRISTALIA,AP,CX C/ 10 AP,10,7896676408225
2074,NAROPIN 10 MG/ML INJ 20 ML,ASPEN PHARMA,AP,CX C/ 5 AP,5,7895858016913
2072,"NAROPIN 7,5 MG/ML INJ 20 ML",ASPEN PHARMA,AP,CX C/ 5 AP,5,7895858016890
3147,NATIGLOS 1000UI/G+400UI/G+100MG/G POMADA,NATIVITA,UN,CX C/ 1 BG,1,7897848502321
2448,NATIGLOS 5900 UI+150 MG/G BG POM,NATIVITA,UN,CX C/ 1 BG,1,7897848502420
2923,"NATRILIX 2,5MG CP ",SERVIER,CP,CX / 30 CP,30,7898029556539
2922,"NATRILIX SR 1,5MG CP VP",SERVIER,CP,CX / 30 CP,30,7898029556829
64,NAUSEDRON 4MG/2ML INJ 2 ML VP,CRISTALIA,AP,CX C/ 25 AP,25,7896676431322
48,NAUSEDRON 8 MG CP VP,CRISTALIA,CP,CX C/ 10 CP,10,7896676404241
59,NAUSEDRON 8MG/4ML INJ 4 ML ,CRISTALIA,AP,CX C/ 10 AP,10,17896676426243
989,NAUSEDRON 8MG/4ML INJ 4 ML VP,CRISTALIA,AP,CX C/ 10 AP,10,7896676426243
220,NAUSICALM B6 100 MG/ML 1 ML INJ,UNIAO QUIMICA,AP,CX C/ 50 AP,50,7896006272717
3324,NAUSICALM B6 25+5MG/ML SOL OR FR 20 ML,UNIAO QUIMICA,FR,CX C/ 1 FR,1,7896006271703
1838,NAXOTEC 500 MG CP,UNIAO QUIMICA,PC,CX C/ 10 CP,10,7896006212690
2649,NAXOTEC 500 MG CP,UNIAO QUIMICA,CP,CX C/ 24 CP,24,7896006200987
1190,NEBACTRINA 5 MG+250 UI BG POM,FQM,BI,CX C/ 1 BG,1,7898216360239
875,NEBULIZADOR 4 SAIDAS,INALAMED,UN,CX C/ 1 UN,1,7000001002940
3121,NEO FEDIPINA 10MG CP,NEO QUIMICA,CP,CX C/ 30 CP,30,7896714200064
3120,NEO FEDIPINA 20MG CP,NEO QUIMICA,CP,CX C/ 30 CP,30,7896714200125
3549,NEO FOLICO 5 MG CP VP,HYPERA,CP,CX C/ 20 CP,20,7896714201108
3550,NEO MISTATIN 25.000 UI/G CREM BG 60G VP,HYPERA,BI,1 BG,1,7896714265742
1667,"NEOCAINA 2,5 MG/ML INJ S/V VP",CRISTALIA,FA,CX C/ 10 FA,10,7896676400502
1658,"NEOCAINA 2,5091 MG/ML INJ C/V VP",CRISTALIA,FA,CX C/ 10 FA ,10,7896676400496
18,NEOCAINA 5 MG/ML INJ 20 ML S/V VP,CRISTALIA,FA,CX C/ 10 FA,10,7896676400588
1365,NEOCAINA 5 MG/ML INJ 4 ML S/V VP,CRISTALIA,AP,CX C/ 40 AP,40,7896676405262
2984,"NEOCAINA 7,5 MG/ML INJ S/V 20ML VP",CRISTALIA,FA,CX C/ 10 FA,10,7896676400601
17,NEOCAINA PESADA 85 MG/ML INJ 4 ML S/V VP,CRISTALIA,AP,CX C/ 40 AP,40,7896676405255
16,"NEOCAÍNA 5,0091 MG/ML INJ 20 ML C/V VP",CRISTALIA,AP,CX C/ 10 FA,10,7896676400519
898,NEOMICINA+BACITRACINA 250UI + 5MG/G POM,PHARLAB,BI,CX C/ 1 BG,1,7898216361571
964,NEOMICINA+BACITRACINA 5MG+250UI/G BG POM,PRATI DONADUZZI,BI,CX C/ 1 BG,1,7898148291571
942,NEOMICINA+BACITRACINA 5MG+250UI/G BG POM,EMS,BI,CX C/ 1 BG,1,7896004715902
1347,"NEOSTIGMINA 0,5 MG/ML INJ 1 ML",BLAU,AP,CX C/ 03 AP,3,7896014683468
1737,NEOTRICIN 250 UI + 5 MG/G BG POM,LEGRAND,BI,CX C/ 1 BG,1,7896004811574
26,NEPRESOL 20 MG/ML INJ 1 ML VP,CRISTALIA,AP,CX C/ 50 AP,50,7896676401592
2354,NEUGRAST 50 MG/ML INJ,ACCORD,FA,CX C/ 1 FA,1,7898932797746
2348,NEUGRAST 50 MG/ML INJ,ACCORD,FA,CX C/ 1 FA,1,7898932797760
2352,NEUGRAST 50 MG/ML INJ 10ML,ACCORD,FA,CX C/ 1 FA,1,7898932797753
2510,NEURAL 100 MG CP (C1),CRISTALIA,CP,CX C/ 30 CP,30,7896676410235
2117,NEURAL 100 MG CP (C1) VP,CRISTALIA,CP,CX C/ 200 CP,200,7896676410419
27,NEURAL 25 MG CP (C1),CRISTALIA,CP,CX C/ 30 CP ,30,7896676410211
990,NEURAL 50 MG CP (C1),CRISTALIA,CP,CX C/ 30 CP,30,7896676410228
1651,NEUTROFER  FÓLICO 155 MG CP VP,EMS SIGMA PHARMA,CP,FR C/30 CP,30,7894916500425
2813,NEUTROFER 250 MG/ML SUS OR VP,EMS SIGMA PHARMA,FR,CX C/ 1 FR,1,7894916500296
2943,NEUTROFER 300 MG CP,EMS SIGMA PHARMA,FR,FR C/ 30 CP,1,17894916500333
1618,NEUTROFER 300 MG CP VP,EMS SIGMA PHARMA,CP,FR C/30CP,30,7894916500333
1891,NEUTROFER 500 MG CP VP,EMS SIGMA PHARMA,CP,CX C/ 30 CP,30,7894916500272
1868,"NEUTROFER FOLICO 15,5 MG SUS OR VP",EMS SIGMA PHARMA,UN,CX C/ 20 UN,20,7894916500432
1905,"NEUTROFER FOLICO 250+0,2 MG/ML SUS OR ",EMS SIGMA PHARMA,FR,CX C/ 1 FR,1,7894916501736
2078,NEVRIX 105 MG CP  VP,ARESE PHARMA,CP,CX C/ 20 CP,20,7899824400690
2077,"NEVRIX IM 102,5 MG/ML INJ 2 ML",ARESE PHARMA,AP,CX C/ 3 AP,3,7899824400409
320,NIDAZOFARMA 5 MG/ML INJ 100 ML,FARMACE,FR,CX C/ 1 FA,1,7898166041622
24,NILPERIDOL 2.5785 MG/ML INJ 2 ML (A1) VP,CRISTALIA,AP,CX C/ 50 AP,50,7896676424461
139,NIMESILAM 100 MG CP,EMS,CP,CX C/ 12 CP,12,7896004738727
125,NIMESULIDA 100 MG CP,EMS,CP,CX C/ 12 CP,12,7896004704036
2852,NIMESULIDA 100 MG CP,LABORATORIO GLOBO,CP,CX C/ 12 CP,12,7899620915039
1739,NIMESULIDA 100 MG CP,LEGRAND,CP,CX C/ 12 CP,12,7894916143080
2665,NIMESULIDA 50 MG/ML SUS OR,EMS,FA,CX C/ 1 FA,1,7896004704043
