CODIGO_INTERNO;CODIGO_BARRAS;REGISTRO_ANVISA;NOME_COMERCIAL;APRESENTACAO;MARCA;TIPO_EMBALAGEM;QT_EMBALAGEM
1929;7896676403459;1029800420083;PAMERGAN 25 MG CP (S);PROMETAZINA 25 MG VO CP;CRISTALIA;CX C/200 CP;200
1931;7896004715049;1677302100034;DORILEN 500/10/5 MG/1,5 ML 15 ML (S) ;DIPIRONA 500  + PROMETAZINA 10 + ADIFENINA 5 MG/1,5 ML VO  15 ML FR;LEGRAND;FR C/15 ML;1
1932;7896004713618;1023507830010;ALGEST + ESTRAD 150/10 MG/ML 1 ML AMP(G);"ALGESTONA ACETOFENIDA + ENANTATO DE ESTRADIOL 150/10 MG/ML AMP 1ML

";EMS;CX C/1 AMP;1
2040;7897947706705;1004101000276;AGUA PARA INJEÇAO SIST FECHADO 1000 ML;AGUA PARA INJEÇAO IV FRASC0 1000 ML;FRESENIUS KABI;CX C/16 FR;16
1831;7891317118242;1004310160160;VERSA 20 MG 0,2 ML SC/IV SER SEG (S);ENOXAPARINA SÓDICA 20 MG /0,2 ML SC/IV SER. PREENCHIDA SIST. SEGURANÇA;EUROFARMA;CX C/6 SER;6
1832;7891317118228;1004310160187;VERSA 40 MG 0,4 ML SC/IV SER SEG (S);ENOXAPARINA SÓDICA 40 MG /0,4 ML SC/IV SER. PREENCHIDA SIST. SEGURANÇA;EUROFARMA;CX C/6 SER;6
1833;7896523214627;1438101740032;CLOR DE CICLOBENZAPRINA 5 MG CP (G);CLORIDRATO DE CICLOBENZAPRINA 5 MG VO CP;CIMED;CX C/ 30 CP;30
1886;7896523226880;1438100630101;OMEPRAMED 20 MG CAP (S);OMEPRAZOL 20 MG VO CAP;CIMED;CX C/112 CA;112
1926;7898122912850;1038700570015;DOBUTAMINA 12,5MG/ML IV 20 ML AMP (G);CLORIDRATO DE DOBUTAMINA 12,5 MG/ML SOL/INJ IV 20 ML AMP;HYPOFARMA;CX C/10 AMP;10
1933;7899498607937;1004101600011;PROPOFOL 1% 10 MG/ML IV 20 ML AMP(G)(C1);PROPOFOL 10 MG/ML EMULSÃO/INJ IV 20 ML AMP;FRESENIUS KABI;CX C/5 AMP;5
1934;7893454101262;1044002040031;OXALATO DE ESCITALOPRAM 10 MG (G) (C1);OXALATO DE ESCITALOPRAM 10 MG VO CP (C1);CELLERA;CX C/30 CP;30
1935;7896006245452;1049713130022;TRAMADOL 50 MG 1 ML AMP (G) (A2);TRAMADOL 50 MG/ML SOL/INJ IM/IV 1 ML AMP (A2);UNIAO QUIMICA;CX C/50 AMP;50
1937;7893454101309;1044002040074;OXALATO DE ESCITALOPRAM 20 MG (G) (C1);OXALATO DE ESCITALOPRAM 20 MG VO CP (C1);CELLERA;CX C/30 CP;30
2041;7897947706675;1004101000241;AGUA PARA INJEÇAO SIST FECHADO 100 ML;AGUA PARA INJEÇAO IV FRASC0 100 ML;FRESENIUS KABI;CX C/80 FR;80
1825;7899547524307;1256802500173;BROM DE GALANTAMINA 8 MG CAP (G) (C1);BROMIDRATO DE GALANTAMINA 8 MG VO CAP LIBERAÇÃO PROLONGADA (C1);PRATI DONADUZZI;CX C/30 CAP;30
1826;7899547508475;1256802640072;CLOR DE MEMANTINA 10 MG CP (G) (C1);CLORIDRATO DE MEMANTINA 10 MG VO CP (C1);PRATI DONADUZZI;CX C/200 CP;200
1938;7898133131318;1384100200058;POLARADEX 0,4 MG/ML 100 ML FR (S);"DEXCLORFENIRMINA 0,4 MG/ML 100 ML + COPO MEDIDOR
";NATULAB;CX C/50 FR;50
1943;7896727841902;1031100890305;RINGER C/ LACTATO SIST FECH 250 ML BOLSA;"SOLUÇÃO DE RINGER COM LACTATO - CLORETO DE SÓDIO + CLORETO DE POTÁSSIO + CLORETO DE CÁLCIO + LACTATO DE SÓDIO 6+0,30+0,20+3,20 MG/ML SISTEMA FECHADO BOLSAS 250 ML


";HALEX ISTAR;CX C/50 BOLS;50
1944;7897947706545;1004101070185;SOL GLICOSE 5% SIST FECHADO 500 ML  ;"SOLUÇÃO GLICOSE 50 MG/ML SISTEMA FECHADO IV FRASCO 500 ML


";FRESENIUS KABI;CX C/30 FR;30
2042;7897947706699;1004101000268;AGUA PARA INJEÇAO SIST FECHADO 500 ML;AGUA PARA INJEÇAO IV FRASC0 500 ML;FRESENIUS KABI;CX C/30 FR;30
1818;7896523216119;1438101730843;ATORVASTATINA CALCICA 40 MG CP (G);ATORVASTATINA CALCICA 40 MG VO CP (3 BLISTERS C/10 CP);CIMED;CX C/30 CP;30
1835;7896676402087;1029800970032;DIMORF 10 MG/ML 1 ML AMP (E) (A1);SULFATO DE MORFINA 10 /ML SOL/INJ IM/IV 1 ML AMP;CRISTALIA;CX C/50 AMP;50
1848;7898361881788;1516700200030;CEFALEXINA 500 MG CP (G);"CEFALEXINA 500 MG VO CP
";AUROBINDO;CX C/100 CP;100
1949;7897947706644;1004101030035;RINGER C/ LACTATO SIST FECH 500 ML FR;"SOLUÇÃO DE RINGER COM LACTATO - CLORETO DE SÓDIO + CLORETO DE POTÁSSIO + CLORETO DE CÁLCIO + LACTATO DE SÓDIO 6+0,30+0,20+3,20 MG/ML SISTEMA FECHADO FRASCO 500 ML


";FRESENIUS KABI;CX C/30 FR;30
1952;7898158691712;1156000850044;CETONIN 20 MG/G CRE 30 G BIS (S);CETOCONAZOL 20 MG/G CREME 30G BIS;CIFARMA;BIS C/30 G;1
1953;7899547504842;1256801970060;BESILATO DE ANLODIPINO 10 MG CP (G);BESILATO DE ANLODIPINO 10 MG VO CP;PRATI DONADUZZI;CX C/30 CP;30
1954;7898148291311;1256801510035;CLOR DE METFORMINA 850 MG CP (G);CLORIDRATO DE METFORMINA 850MG VO CP;PRATI DONADUZZI;CX C/400 CP;400
1955;7898470680081;1134301660022;CLONAZEPAM 2,5 MG/ML 20 ML FR (G) (B1);CLONAZEPAM 2,5 MG/ML 20 ML FR (B1);HIPOLABOR;CX C/200 FR;200
1960;7897947709591;1004100110175;SOL GLICOFISIOLOGICA 9/50 MG/ML 250 ML  ;"SOLUÇÃO GLICOFISIOLÓGICA + CLORETO DE SÓDIO + GLICOSE ANIDRA 9 + 50 MG/ML  SISTEMA FECHADO IV FRASCO 250 ML


";FRESENIUS KABI;CX C/48 FR;48
2043;736532006073;1746500010021;GENCITABINA 1G  PO IV 50 ML F/A (G);CLORIDRATO DE GENCITABINA 1G PÓ/INJ IV F/A;FARMA VISION IMP E EXP;CX C/1 FA;1
1961;7897947709614;1004100110191;SOL GLICOFISIOLOGICA 9/50MG/ML 1000 ML  ;"SOLUÇÃO GLICOFISIOLÓGICA + CLORETO DE SÓDIO + GLICOSE ANIDRA 9 + 50 MG/ML  SISTEMA FECHADO IV FRASCO 1000 ML


";FRESENIUS KABI;CX C/16 FR;16
1962;7899547522303;1256802710186;CLOR DE SERTRALINA 100 MG CP (G)(C1);CLORIDRATO DE SERTRALINA 100 MG VO CP (C1);PRATI DONADUZZI;CX C/300 CP;300
1963;7898148294961;1256800500125;PARACETAMOL 750 MG CP (G);PARACETAMOL 750 MG VO CP;PRATI DONADUZZI;CX C480 CP;480
1964;7891317124533;1004311680036;LINEZOLIDA 2 MG/ML BOLSA 300 ML (G);"LINEZOLIDA 2 MG/ML SOL/INJ SISTEMA FECHADO IV 300 ML  BOLSA
";EUROFARMA;CX C/10 BOLS;10
1965;7891317496104;1004306860064;BENZETACIL1.200.000UI SUSP INJ IM 4ML(E);"BENZILPENICILINA BENZATINA 300.000 UI/ML SUSPENSAO INJETAVEL IM 4 ML FA
";EUROFARMA;CX C/50 FA;50
2044;736532006066;1746500010011;GENCITABINA 200 MG  PO IV 10 ML F/A (G);CLORIDRATO DE GENCITABINA 200 MG PÓ/INJ IV F/A;FARMA VISION IMP E EXP;CX C/1 FA;1
2046;7898505092506;1779400220010;ALGEST + ESTRAD 150/10 MG/ML 1 ML AMP(G);"ALGESTONA ACETOFENIDA + ENANTATO DE ESTRADIOL 150/10 MG/ML AMP 1ML

";MABRA;CX C/1 AMP;1
1945;7898633381404;ISEN 27/2010;CALCINUTRI D 1500(EQ 600) MG/400 UI CP;CARBONATO DE CALCIO + COLECALCIFEROL 1500 (EQUIVALENTE A 600 MG DE CALCIO ELEMENTAR) MG/400 UI VO CP;NUTRIEX;FR C/120 CP;120
1974;7896523223841;1438101800061;CLOR DE SERTRALINA 50 MG CP (G)(C1);CLORIDRATO DE SERTRALINA 50 MG VO CP (C1);CIMED;CX C/30 CP;30
2050;7896261009660;1006800250065;PAMELOR 10 MG CAP (E)(C1);CLORIDRATO DE NORTRIPTILINA 10 MG VO CAP (C1);CELLERA;CX C/30 CAP;30
1829;7896112128434;1037002040063;CEVITA 100 MG/ML 5 ML AMP (S) ;"ACIDO ASCORBICO (VITAMINA C) 100 MG/ML AMP

";TEUTO;CX C/120 AMP;120
1988;7897406118919;1006302360012;CEFUROXIMA SOD 750 MG PO IM/IV FA  (G);"CEFUROXIMA SODICA 750 MG PO/INJ IM/IV S/DIL FA

";BIOCHIMICO;CX C/50 FA;50
2080;7896006290209;1049712950018;OCUPRESS COL 2% 5 ML (S);CLORIDRATO DE DORZOLAMIDA COLIRIO 2% 5 ML;UNIAO QUIMICA;FR C/5 ML;1
2082;7896014668304;1163700270035;TAXOFEN 20 MG CP (S);CITRATO DE TAMOXIFENO 20 MG VO CP;BLAU FARMAC.;CX C/30 CP;30
2070;7898146823385;1049201780036;RISPERIDONA 1MG CP (G) (C1);RISPERIDONA 1MG VO CP (G) (C1);BIOLAB;CX C/30 CP;30
2051;7896261009684;1006800250081;PAMELOR 50 MG CAP (E)(C1);CLORIDRATO DE NORTRIPTILINA 50 MG VO CAP (C1);CELLERA;CX C/30 CAP;30
1990;7898049793532;1039201670039;IVERMECTINA 6 MG CP (G);IVERMECTINA 6 MG CP ;VITAMEDIC;CX C/500 CP;500
1991;7899547530094;1256802690071;RISPERIDONA 1 MG CP (G) (C1);RISPERIDONA 1 MG CP (C1);PRATI DONADUZZI;CX C/300 CP;300
1994;7896676405170;1029800200229;HALO 1 MG CP (S)(C1);HALOPERIDOL 1 MG VO CP (C1);CRISTALIA;CX C/200 CP;200
1996;7896004720838;1023504200040;REPOFLOR 200 MG CAP (S);SACCHAROMYCES BOULARDII 200 MG CAP ;LEGRAND;CX C/6 CAP;6
1997;7898487613867;1140200290054;NOVAMICIN 500 MG PO IV FA (S);CLORIDRATO DE VANCOMICINA 500 MG  PO/INJ IV FA;NOVAFARMA;CX C/50 FA;50
2028;7896523226897;1438102090015;TRAMADOL 50 MG CAP (G) (A2);CLORIDRATO DE TRAMADOL 50 MG VO CAP (A2);CIMED;CX C/10 CAP;10
1817;7896006226260;1049701720067;UNI-CARBAMAZ 200 MG CP (S) (C1);CARBAMAZEPINA 200 MG VO CP (C1);UNIAO QUIMICA;CX C/200 CP;200
2045;7896523213415;1438101590022;LEVOFLOXACINO 500 MG CP (G);LEVOFLOXACINO 500 MG VO CP;CIMED;CX C/10 CP;10
2073;7896523214092;1438101710011;DICLOFENACO POTASSICO 50MG CP (G);DICLOFENACO POTASSICO 50 MG CP ;CIMED;CX C/20 CP;20
1951;7898361700560;1031101680010;FOSFATO DE POTASSIO 2 MEQ/ML 10 ML AMP;SOLUCAO FOSFATO DE POTÁSSIO MONOBASICO + DIBASICO 2 MEQ/ML IV 10 ML AMP;ISOFARMA;CX C/200 AMP;200
2035;7897917001465;1057101200012;BELFAREN 50 MG CP (S);DICLOFENACO SÓDICO 50 MG VO CP ;BELFAR;CX C/20 CP;20
2036;7897917003285;1057100830136;OMOPREL 40 MG CAP (S);OMEPRAZOL 40 MG VO CAP;BELFAR;CX C/56 CAP;56
2037;7897917000017;ISENTO;PASTA D'AGUA 80 G BIS;OXIDO DE ZINCO 25% 80 G BIS USO TÓPICO;BELFAR;BIS 80 G;1
2038;7897917000505;1057100120010;MICOSBEL 50 MG/G 30 G POM DERM BIS (S);TIABENDAZOL 50 MG/G 30 G POMADA DERMATOLOGICA BIS;BELFAR;BIS C/30 G;1
1987;7896137111350;1071401110030;TENSIOVAL 250 MG CP (S);METILDOPA 250 MG VO CP ;SANVAL;CX C/20 CP;20
2024;7898049795260;1039201720011;ACECLOFENACO 100 MG CP (G);"ACECLOFENACO 100 MG VO CP
";VITAMEDIC;CX C/12 CP;12
2025;7898049796496;1039201920027;ATENOLOL+ CLORTALIDONA 100/25 MG CP (G);ATENOLOL + CLORTALIDONA 100/25 MG VO CP;VITAMEDIC;CX C/28 CP;28
2026;7898049796489;1039201920019;ATENOLOL+ CLORTALIDONA 50/12,5 MG CP (G);ATENOLOL + CLORTALIDONA 50/12,5 MG VO CP;VITAMEDIC;CX C/28 CP;28
2027;7898049797455;ISENTO;VITDERA D3 1000 UI (25 MCG) CP (S) ;"COLECALCIFEROL (VITAMINA D3) 25 MCG (1000 UI) VO CP

";VITAMEDIC;CX C/30 CP;30
2006;7896006238737;1049700200124;CORTISONAL 500 MG PO/INJ IM/IV FA (S);SUCCINATO SÓDICO DE HIDROCORTISONA 500 MG PÓ/INJ IM/IV S/DIL F/A;UNIAO QUIMICA;CX C/50 FA;50
1847;7898415825119;1559200050025;SULFATO DE MAGNESIO 10% 10 ML FA ;SULFATO DE MAGNESIO 100 MG/ML IV 10 ML;SAMTEC;CX C/200 FA;200
1868;7898166041028;1108500210028;METROFARMA 5 MG/ML 2 ML AMP (S)  ;CLORIDRATO DE METOCLOPRAMIDA 5 MG/ML 2 ML SOL INJ AMP;FARMACE;CX C/100 AMP;100
2074;7898487613898;1140200240219;CEFTRIONA 1G PO/INJ IV FA (S);CEFTRIAXONA DISSODICA 1G PÓ/INJ IV S/DIL F/A ;NOVAFARMA;CX C/50 FA;50
2081;7896006290162;1049712790071;GLAUCOTRAT COL 0,5% 5 ML (S);MALEATO DE TIMOLOL 5 MG/ML SOLUCAO OFTALMICA ESTERIL 5 ML FR ;UNIAO QUIMICA;FR C/5 ML;1
2059;7896004703473;1023505640011;METILDOPA 500 MG CP (G);METILDOPA 500 MG VO CP ;EMS;CX C/30 CP;30
1815;7898166040830;1108500160039;DICLOFARMA 25 MG/ML 3 ML AMP (S);DICLOFENADO DE SODIO 25 MG/ML SOL/INJ IM 3 ML AMP;FARMACE;CX C/100 AMP;100
1852;7897460401323;1565100330039;GAMMAR 250 MG CP (S);ACIDO GAMAMINOBUTIRICO 250 MG VO CP;ZYDUS;CX C/36 CP;36
2003;7898049791835;1039200450094;TENOLON 25 MG CP (G);ATENOLOL 25 MG VO CP;VITAMEDIC;CX C/504 CP;504
2029;7898075314367;1048100970011;LEVOFLOXACINO 500 MG CP (G);LEVOFLOXACINO 500 MG VO CP;ONEFARMA;CX C/7 CP;7
2031;7898940658947;1565100550012;LETROZOL 2,5 MG CP (G);LETROZOL 2,5 MG VO CP;ZYDUS;CX C/30 CP;30
2019;7898470680487;1134301650035;AMINOFILINA 100 MG CP (G);AMINOFILINA 100 MG VO CP;HIPOLABOR;CX C/500 CP;500
2032;7897917002301;1057101380029;CASTANHA DA INDIA - BELFAR 100 MG CP (S);AESCULUS HIPPOCASTANUM L. (CASTANHA DA ÍNDIA) 100 MG VO CP;BELFAR;CX C/60 CP;60
2048;7897917001557;1057101250028;FLAGIMAX 40 MG/ML 100 ML FR (S);BENZOILMETRONIDAZOL 40 MG/ML 100 ML + COPO MEDIDOR;BELFAR;FR C/100 ML;1
2075;7896523227184;1438102150042;OMEPRAZOL 20 MG CAP (G);OMEPRAZOL 20 MG VO CAP;CIMED;CX C/28 CAP;28
1854;7899095249790;1542302550091;CLONAZEPAM 0,5 MG CP (G) (B1);CLONAZEPAM 0,5 MG VO CP (B1);GEOLAB;CX C/30 CP;30
1966;7891317421335;1004309180021;POLIMIXINA 500.000 UI IM/IV FA (G);SULFATO DE POLIMIXINA B 500.000 UI PO LIOF P/ SOL INJ IM/IV FA;EUROFARMA;CX C/5 FA;5
2083;7896006260370;1049701910095;UNI HALOPER 5 MG/ML 1 ML (S)(C1);HALOPERIDOL 5 MG/ML SOL/INJ IM 1 ML AMP (C1);UNIAO QUIMICA;CX C/50 AMP;50
1983;7894916146487;1677304180043;OXALATO DE ESCITALOPRAM 10 MG (G) (C1);OXALATO DE ESCITALOPRAM 10 MG VO CP (C1);LEGRAND;CX C/30 CP;30
2049;7896006290322;1049713110013;MAXINOM COLIRIO 5 ML (S);"DEXAMETASONA + SULFATO DE NEOMICINA + SULFATO DE POLIMIXINA B 1 MG + 3,5 MG + 6000 UI/ML SUSPENSAO OFTALMICA 5 ML FR

";UNIAO QUIMICA;FR C/5 ML;1
1846;7896676400663;1029803570027;XYLESTESIN 2% COM VASO 20 ML ESTERIL (S);"CLORIDRATO DE LIDOCAINA 20 MG/ML + HEMITARTARATO DE EPINEFRINA 1:200.000 (9,1 MCG) COM VASO CONSTRITOR SOL/INJ IV 20 ML EMBALAGEM ESTERIL (STERILE PACK) FRASCO AMPOLA


";CRISTALIA;CX C/10 FA;10
2057;7898651660130;1370400020020;IMIPENEM + CILASTATINA 500/500 MG FA (G);IMIPENEM MONOIDRATADO + CILASTATINA SÓDICA 500 MG/500 MG PÓ/INJ IV F/A;MIDFARMA;CX C/10 FA;10
1978;7898470682931;1134301840039;PREDNISOLONA 3 MG/ML 60 ML FR (G);FOSFATO SÓDICO DE PREDNISOLONA 3 MG/ML 60 ML VO FR + COPO MEDIDOR;HIPOLABOR;CX C/50 FR;50
1979;7898470682924;1134301840047;PREDNISOLONA 3 MG/ML 120 ML FR (G);FOSFATO SÓDICO DE PREDNISOLONA 3 MG/ML 120 ML VO FR + COPO MEDIDOR;HIPOLABOR;CX C/50 FR;50
1980;7896137123001;1071402450031;CLOR DE VERAPAMIL 80 MG CP (G);CLORIDRATO DE VERAPAMIL 80 MG VO CP;SANVAL;CX C/500 CP;500
2009;7898633381367;ISEN 27/2010;CALCINUTRI D 1250(EQ 500) MG/200 UI CP;CARBONATO DE CALCIO + COLECALCIFEROL 1250 (EQUIVALENTE A 500 MG DE CALCIO ELEMENTAR) MG/200 UI VO CP;NUTRIEX;FR C/120 CP;120
2056;7898651660086;1370400010017;PROPOTIL 10 MG/ML IV 20 ML AMP (S)(C1);PROPOFOL 10 MG/ML EMULSÃO/INJ IV 20 ML AMP;MIDFARMA;CX C/5 AMP;5
1855;7896676431292;1029802400047;HALO DECANOATO 50 MG/ML 1 ML (S)(C1);DECANOATO DE HALOPERIDOL 70,52 MG/ML SOL/INJ IM 1 ML AMP (C1);CRISTALIA;CX C/25 AMP;25
1856;7896676405194;1029800200253;HALO 5 MG CP (S) (C1);HALOPERIDOL 5 MG VO CP (C1) (COMPRIMIDOS SULCADOS);CRISTALIA;CX C/200 CP;200
1857;7898123908852;1134301560044;TRAMADOL 100 MG 2 ML AMP (G) (A2);CLORIDRATO DE TRAMADOL 50 MG/ML SOL/INJ IM/IV 2 ML AMP (A2);HIPOLABOR;CX C/100 AMP;100
1858;7899095201255;1542300270030;FLEXALGIN 300/125/50/30 MG VO CP (S) ;PARACETAMOL 300 MG + CARISOPRODOL 125 MG + DICLOFENACO SODICO 50 MG + CAFEINA 30 MG VO CP;GEOLAB;CX C/30 CP;30
1859;7899620912441;NOT SIMPLIFIC;SIMETICONA 40 MG CP (G);SIMETICONA/DIMETICONA 40 MG VO CP;GLOBO;CX C/20 CP;20
1889;7896006205883;1049711960133;UNIPRAZOL 20 MG CAP (S);OMEPRAZOL 20 MG VO CAP;UNIAO QUIMICA;CX C/28 CA;28
1805;7898259490306;80026180002;SERINGA SR 3 ML LUER SLIP S/AGULHA;"SERINGA HIPODERMICA DESCARTAVEL 3 ML BICO LUER SLIP S/AGULHA
";SALDANHA RODRIGUES;1 UNI;1
1975;7898259490900;80026180029;SERINGA SR 20 ML LUER SLIP S/AGULHA;"SERINGA HIPODERMICA DESCARTAVEL 20 ML BICO LUER SLIP S/AGULHA
";SALDANHA RODRIGUES;1 UNI;1
2021;7899095210127;1542300040043;FELDANAX 20 MG CAP (S);PIROXICAM 20 MG VO CAP ;GEOLAB;CX C/450 CAP;450
2064;7896727806048;1031101360067;CLOR ONDANSETRONA 8 MG IM/IV AMP (G);CLORIDRATO DE ONDANSETRONA 2 MG/ML IM/IV 4 ML;HALEX ISTAR;CX C/100 AMP;100
1860;7898912189790;1564900070051;ARIPIPRAZOL 15 MG CP (G) (C1);ARIPIPRAZOL 15 MG VO CP (C1);UNICHEM;CX C/30 CP;30
1861;7896727841247;1031100111675;CLORETO DE SODIO 0,9% 100 ML SIST FECHAD;"CLORETO DE SODIO 0,9% SISTEMA FECHADO IV 100 ML FR

";HALEX ISTAR;CX C/100 FR;100
1984;7896714213040;1558404650030;LORATADINA 10 MG CP (G);LORATADINA 10 MG VO CP;NEOQUIMICA;CX C/12 CP;12
1989;7898049790944;1039201840023;DICLORIDRATO DE FLUNARIZINA 10 MG CP (G);DICLORIDRATO DE FLUNARIZINA 10 MG VO CP;VITAMEDIC;CX C/50 CP;50
1993;7897947708754;1004199401411;FRESOFLOX 2 MG/ML SIST FECHADO 100 ML(S);"CIPROFLOXACINO 2 MG/ML SOL/INJ SISTEMA FECHADO IV 100 ML  FR
";FRESENIUS KABI;CX C/80 FR;80
2012;7896137111343;1071401110057;TENSIOVAL 500 MG CP (S);METILDOPA 500 MG VO CP ;SANVAL;CX C/20 CP;20
2033;7897917001397;1057101070011;BELSPAN COMPOSTO 10 MG + 250 MG CP (S);BUTILBROMETO DE ESCOPOLAMINA + DIPIRONA SODICA 10 MG + 250 MG VO CP;BELFAR;CX C/20 CP;20
2034;7897917000178;1057100810011;DELTAPIL SHAMPOO 0,2 MG/ML 100 ML FR (S);DELTAMETRINA 0,2 MG/ML SHAMPOO 100 ML FR;BELFAR;FR C/100 ML;1
2069;7898146825112;1049201930054;CLOR DE MEMANTINA 10MG CP (G) (C1);CLORIDRATO DE MEMANTINA 10MG VO CP (C1);BIOLAB;CX C/30 CP;30
1830;7898049792450;1039200650042;ALGY-FLANDERIL 300 MG CP (S);IBUPROFENO 300 MG CP VO;VITAMEDIC;CX C/500 CP;500
1950;7896523207803;1438101000020;DICL DIETILAMONIO 11,6 MG/G  60 G BIS(G);DICLOFENADO DIETILAMONIO 11,6 MG/G GEL 60 G BIS;CIMED;BIS C/60 G;1
1981;7897947701298;1004199400154;FRESOFLOX 2 MG/ML SIST FECHADO 200 ML(S);"CIPROFLOXACINO 2 MG/ML SOL/INJ SISTEMA FECHADO IV 200 ML  FR
";FRESENIUS KABI;CX C/48 FR;48
2065;7898361700300;1031101650014;PASMODEX 0,25 MG AMP 1 ML (S);SULFATO DE ATROPINA 025 MG/ML SOL INJ IM/IV/SC 1 ML AMP;HALEX ISTAR;CX C/240 AMP;240
2072;7898148295500;1256801730019;PRATIGLÓS 45 G (S);PALMITATO DE RETINOL + COLECALCIFEROL + OXIDO DE ZINCO 5.000UI/G + 900UI/G + 150MG/G 45 G POMADA DERMATOLÓGICA USO TOPICO;PRATI DONADUZZI;CX C/50 BIS;50
1976;7898123909354;1134301670044;CARBONATO DE LITIO 300 MG CP (G)(C1);CARBONATO DE LITIO 300 MG VO CP (C1);HIPOLABOR;CX C/500 CP;500
2004;7896523227191;1438102150123;OMEPRAZOL 20 MG CAP (G);OMEPRAZOL 20 MG VO CAP;CIMED;CX C/56 CAP;56
2030;7896112167211;1037005950141;CLOR DE MEMANTINA 10 MG CP (G) (C1);CLORIDRATO DE MEMANTINA 10 MG VO CP (C1);TEUTO;CX C/60 CP;60
1828;7899095220751;1542301830021;ESPASLIT DUO 10 MG + 500 MG CP (S);BUTILBROMETO DE ESCOPOLAMINA + PARACETAMOL 10 MG + 500 MG VO CP;GEOLAB;CX C/20 CP;20
2011;7896714221847;1558402540017;FLAVONID 450/50 MG CP (S);DIOSMINA + HESPERIDINA 450/50 MG VO CP;NEOQUIMICA;CX C/60 CP;60
2076;789843451521;10207820015;SONDA ASP TRAQUEAL 06 ESTERIL UNI;"SONDA DESCARTAVEL SILICONADA PARA ASPIRAÇÃO TRAQUEAL N°6 EMBALAGEM ESTERIL
";MARK MED;BLIS 10 UNI;10
2077;7898430461538;10207820015;SONDA ASP TRAQUEAL 08 ESTERIL UNI;"SONDA DESCARTAVEL SILICONADA PARA ASPIRAÇÃO TRAQUEAL N°8 EMBALAGEM ESTERIL
";MARK MED;BLIS 10 UNI;10
2078;7898130461552;10207820015;SONDA ASP TRAQUEAL 12 ESTERIL UNI;"SONDA DESCARTAVEL SILICONADA PARA ASPIRAÇÃO TRAQUEAL N°12 EMBALAGEM ESTERIL
";MARK MED;BLIS 10 UNI;10
2079;7898430461927;10207820015;SONDA ASP TRAQUEAL 14 ESTERIL UNI;"SONDA DESCARTAVEL SILICONADA PARA ASPIRAÇÃO TRAQUEAL N°14 EMBALAGEM ESTERIL
";MARK MED;BLIS 10 UNI;10
1930;7898361886653;1516700270063;CLOR DE SERTRALINA 50 MG C/30 CP (G)(C1);CLORIDRATO DE SERTRALINA 50 MG VO CP (C1);AUROBINDO;CX C/30 CP;30
1812;5600384650966;80188510013;DIALINE 01S LINHA ARTERIAL 8 MM COM CATB;LINHA DE SANGUE ARTERIAL PARA HEMODIALISE 8 MM COM CATABOLHA E MONITORAMENTO DE PRESSÃO PRÉ-BOMBA (ACESSÓRIOS VERMELHOS);ALLMED PRONEFRO;CX C/38 UNI;38
1840;7896676428841;1029800810159;FENTANEST 0,05 MG/ML 10 ML FA (S) (A1);CITRATO DE FENTANILA 78,5 MCG/ML (EQUIVALENTE A FENTANILA 50 MCG/ML = 0,05 MCG/ML) SOL/INJ IM/IV 10 ML FA;CRISTALIA;CX C/25 FA;25
2066;7896112401551;1097401940371;VONAU FLASH 4 MG CP (S);VONAU FLASH CLORIDRATO DE ONDANSETRONA 4 MG CP;BIOLAB;CX C/30 CP;30
2067;7896112401582;1097401940398;VONAU FLASH 8 MG CP (S);CLORIDRATO DE ONDANSETRONA 8 MG CP (S);BIOLAB;CX C/30 CP;30
1836;7896676419979;1029804140026;REMIFENTANILA 2 MG PO/INJ IV FA (G) (A1);CLORIDRATO DE REMIFENTANILA 2 MG PÓ/INJ IV S/DIL FA ;CRISTALIA;CX C/ 5 FA;5
1837;7896676404241;1029801240070;NAUSEDRON 8 MG CP (S);CLORIDRATO DE ONDANSETRONA 8 MG VO CP;CRISTALIA;CX C/10 CP;10
1838;7896676400670;1029803570027;XYLESTESIN 2% SEM VASO 20 ML ESTERIL (S);"CLORIDRATO DE LIDOCAINA 20 MG/ML SEM VASO CONSTRITOR SOL/INJ IV 20 ML EMBALAGEM ESTERIL (STERILE PACK) FRASCO AMPOLA


";CRISTALIA;CX C/10 FA;10
1839;7896676400182;1029800970148;DIMORF 0,2 MG/ML 1 ML AMP ESTERI (E)(A1);SULFATO DE MORFINA 0,2MG /ML SOL/INJ IM/IV 1 ML EMBALAGEM ESTERILIZADA (STERILE PACK) AMP;CRISTALIA;CX C/50 AMP;50
1883;7896006245520;1049713130049;TRAMADOL 100 MG 2 ML AMP (G) (A2);TRAMADOL 50 MG/ML SOL/INJ IM/IV 2 ML AMP (A2);UNIAO QUIMICA;CX C/50 AMP;50
1863;7898166040786;1108500320060;DEXAMETASONA 4 MG/ML 2,5 ML AMP (G);FOSFATO DISSODICO DE DEXAMETASONA  4 MG/ML SOL/INJ IM/IV 2,5 ML AMP;FARMACE;CX C/100 AMP;100
1936;7897406113037;1006302180022;MONOCEF 750 MG PO IM/IV FA (S);"CEFUROXIMA SODICA 750 MG PO/INJ IM/IV S/DIL FA

";BIOCHIMICO;CX C/50 FA;50
1986;7896006226130;1049713310055;CARBAMAZEPINA 200 MG CP (G) (C1);CARBAMAZEPINA 200 MG VO CP (C1);UNIAO QUIMICA;CX C/200 CP;200
